review title,review,place name,category,city
,"Perfect place for a peaceful evening, quality service, Abu our server was very attentive and responsive. The dishes are hearty, I recommend.",Bazaar Café,Restaurant,Marrakech
,"The place is very nice to eat, the food is good and Brahim is very attentive. The patio is very nice",Bazaar Café,Restaurant,Marrakech
,"We found this amazing place where we enjoyed delicious Morocco food. The place is gorgeous, the food great and Mustafa gave us such an amazing service. I recommend and will come back! Oh we came with our kids who also loved the food!",Bazaar Café,Restaurant,Marrakech
"Great food, great atmosphere","Visited for dinner with a table on the roof top terrace in time to see the sunset, which was very special.

Staff very friendly and service excellent.

Small menu but all good choices.  Food was amazing and frozen cocktails good too.

During our visit there was a dj playing good music and also a violinist and some Moroccan dancers.  Our three course meal plus 4 alcoholic drinks and bottle of water came to 176,000 Durham so not the cheapest meal but well worth the money.

Highly recommended and will definitely visit again when next in Morocco.",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Vibes!,What a vibe! Great food and really friendly staff! Great entertainment. Book ahead because you don’t want to miss the sunset. Unfortunately we did because even when trying to book a week in advance it was full! Nevertheless the evening was lovely!,Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Gorgeous place with European prices,"One of the nicest places we've been to in Marrakesch. Beautiful roof terrace, nice restaurant, delicious food and cocktails and very kind and professional service. The prices are European plus, so 15€ for a cocktail, but if you want to treat yourself and enjoy a fancy evening in a nice atmosphere - that's the place to go. Try the veggie couscous - it's amazing!",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Very disappointing,"Unfortunately very overpriced is only hyped by influencers. 
Food nothing special and pretty simple. Waiters very arrogant, guests are watched and laughed at.",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
"Really enjoyed the food, the service and stunning rooftop","The service is extremely good and fast and they could put a fair few large hotels to shame.  The food was also very good, but a little on the pricer side.  The sunset from the roof top was spectacular, so reserve early as it is very, very busy.  Depending on whether you want to eat or just take a drink, you have time slots as it is that popular. On the night we went there was live music which was excellent, but we didn't stay too late - it ramps up later into the evening with a DJ, so a good spot for a few cocktails.",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Nice experience!,"Very nice family experience!
Whether the atmosphere, the decor, the view or the food everything was perfect.
If you come to Marrakech, go ahead!",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Dar Dar for dar win,"This spot is beautiful, it has such great views and vibes. The food came very quickly with great service and the frozen cocktails were divine !! The food is a great mixture of Moroccan style small plates and familiar favourites ! If we come back to Marrakesh we will definitely be going back !!",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
The perfect Marrakech sunset 🌅,"A friend recommended dardar for a golden hour sunset spot and it did not disappoint.
Beautiful views across Marrakech and stunning sunset.
The staff were attentive and service was very quick. The food was excellent as was the music choice throughout the evening.
Our table booking for 2.5 hours so we arrived at 7.30 got to see the sunset, had a long relaxing meal and some great drinks.
After food there was a real party atmosphere helped by a couple of birthdays in different groups.
Would certainly come again on our next trip.",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Ga vooral naar rooftop Dardar!!!,"What a great rooftop terrace is on restaurant Dardar in the Medina. Take a lunch, dinner or a drink. You never have to sit in the sun, there is enough sun protection. The dishes are fine and the staff is very friendly. Do book in advance for dinner.",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Rooftop *****,All excellent from service to food!!! A rooftop with very good atmosphere!!’excellent sunset!!! Near the square.,Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Dinner with show,suggested by our riad this restaurant has a beautiful setting with colorful tiles typical of royal palaces of marrakesh. The show for tourists starts at 8 am. Fast service and friendly staff. Very hearty dishes also have kid menus and for the 9-year-old we managed to have chicken skewers not too spicy. Very tourist restaurant at tourist prices .they also have alcoholic beverages in the menu Moroccan rosé wine was drinkable. Artists engage guests by asking for tips for the photo.,Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Beautiful venue for an evening in Marrakech,"Great place to dine or drink one of their great and scenic cocktails (one of the few places that serves alcohol in Marrakech). 
We just had dinner and ate very well! The restaurant is cool inside (with air conditioning) and boasts a very nice terrace from which to see the city from above and maybe a nice sunset. The food is very good and after dinner you can attend a dancing show. The bartenders are very nice and the waiters very nice!!",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Scam of the century,"What a disappointment! I couldn’t wait to test this place, the setting as well as the food seemed to really stick to an interesting dynamic and a search for taste and pleasure for customers. 

Unfortunately, it is quite the opposite. The quantities are ridiculous, but still this could be compensated by an explosive taste, precise seasoning or a fair balance. Except it’s none of that! Bland, tasteless, flavorless and unbalanced! 
And icing on the cake necessarily the bill! Which hurts extremely considering the experience. 
5€ a bottle of water, for a nice but not crazy setting, a simple service, it gives you an idea! 

I advise against",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Pleasant rooftop experience,"Dardar came highly recommended per the reviews and didn't disappoint although not quite full marks. Rooftop experience was lovely, it positively served wine and beers which we've found to be uncommon in Marrakech and the food was very tasty. It was a little on the pricey side and our group of 6 were placed on a table in the middle sitting on backless chairs which became uncomfortable after a while. Worth a visit but insist on chairs with backs!",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Excellent food and drinks,"We visited for dinner and drinks as a group of friends on holiday.
Our table on the terrace wasn’t quite ready so we headed to the bar for a cocktail. Cocktails were of a really good standard! 
We were then shown to our table. Great service.  We had a mixture of starters and mains between the 8 of us, all of which were fantastic.  Belly dancers came out during dinner and performed, with some audience participation. Overall great service, friendly staff, excellent atmosphere and the food to match!",Dardar Rooftop Cocktails & Eat,Restaurant,Marrakech
Dinner,"Beautiful setting, excellent DE dishes and superb service!
We recommend this establishment EN colorful and flavorful!",Dar Zellij,Restaurant,Marrakech
Experiential dinner,"More than a dinner, it is an experience that satisfies all the senses. Sight, smell, hearing, taste enriched DA so kind. DA try. the most appreciated course the Moroccan vegetable appetizer. For those who love spices is 'exceptional. Prices adapted to the level of the room",Dar Zellij,Restaurant,Marrakech
